label,message,label_num,message_length,processed_message
ham,"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",0,139,word checkmate chess comes persian phrase shah maat means king dead goodmorning good day
ham,Po de :-):):-):-):-). No need job aha.,0,38,po de need job aha
ham,Rats. Hey did u ever vote for the next themes?,0,46,rats hey ever vote next themes
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",1,152,new mobiles 2004 must go txt nokia 89545 collect today 1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 txtauction
ham,I hope your pee burns tonite.,0,29,hope pee burns tonite
ham,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",0,121,oh rite well im best mate pete went 4 week 2geva longer week
ham,Yay can't wait to party together!,0,33,yay ca n't wait party together
ham,....photoshop makes my computer shut down.,0,42,photoshop makes computer shut
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,0,89,boys made fun today ok problem sent one message fun
ham,That's one of the issues but california is okay. No snow so its manageable,0,74,one issues california okay snow manageable
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,1,135,private 2003 account statement shows 800 un-redeemed points call 08715203652 identifier code 42810 expires 29/10/0
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",0,71,hmmm mayb try shoppin area one forgot name hotel
ham,"Awesome, that gonna be soon or later tonight?",0,45,awesome gon na soon later tonight
ham,I need details about that online job.,0,37,need details online job
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 ,1,135,valued vodafone customer computer picked win 150 prize collect easy call 09061743386
ham,Missing you too.pray inshah allah,0,33,missing too.pray inshah allah
ham,Pls help me tell Ashley that i cant find her number oh,0,54,pls help tell ashley cant find number oh
ham,S.this will increase the chance of winning.,0,43,s.this increase chance winning
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,0,81,either way works lt gt years old hope doesnt bother
ham,Maybe you should find something else to do instead???,0,53,maybe find something else instead
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,0,76,gain rights wife.dont demand it.i trying husband too.lets see
ham,I liked your new house,0,22,liked new house
ham,I'm fine. Hope you are also,0,27,fine hope also
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",0,109,also north carolina texas atm would go gre site pay test results sent
ham,Same to u...,0,12,
ham,yes baby! I need to stretch open your pussy!,0,44,yes baby need stretch open pussy
ham,Thanks  and ! Or bomb and date as my phone wanted to say! ,0,58,thanks bomb date phone wanted say
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",0,121,hey guy know breathing neck get bud anyway able get half track usf tonight
ham,"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care",0,152,response one powerful weapon 2 occupy place others heart always give response 2 cares 4 gud night swt dreams take care
ham,Nokia phone is lovly..,0,22,nokia phone lovly
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,1,159,free message thanks using auction subscription service 18 150p/msgrcvd 2 skip auction txt 2 unsubscribe txt stop customercare 08718726270
ham,Sorry da..today i wont come to play..i have driving clas..,0,58,sorry da today wont come play driving clas
ham,I'm really sorry I lit your hair on fire,0,40,really sorry lit hair fire
ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?",0,297,oh shit thought trip loooooool makes much sense grins sofa reference sleep couch link sent n't went trip oh n't babe go celebration rents
ham,Okey dokey swashbuckling stuff what oh.,0,39,okey dokey swashbuckling stuff oh
ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,0,158,1 tension face 2 smiling face 3 waste face 4 innocent face 5.terror face 6.cruel face 7.romantic face 8.lovable face 9.decent face lt gt joker face
ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,0,82,dip cell dead coming better respond else shall come back
ham,Well. You know what i mean. Texting,0,35,well know mean texting
ham,Hi dis is yijue i would be happy to work wif ü all for gek1510...,0,65,hi dis yijue would happy work wif gek1510
ham,Lol! Oops sorry! Have fun. ,0,27,lol oops sorry fun
ham,Wat happened to the cruise thing,0,32,wat happened cruise thing
ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",0,85,know dat feelin pete wuld get em nuther place nuther time mayb
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,1,137,lyricalladie 21/f inviting friend reply yes-910 no-910 see www.sms.ac/u/hmmross stop send stop frnd 62468
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,0,126,world happiest frnds never characters dey best understanding differences
ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie,0,75,yeah open chat click friend lists make list easy pie
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,0,92,alright tyler got minor crisis home sooner thought asap
ham,When/where do I pick you up,0,27,when/where pick
ham,As usual u can call me ard 10 smth.,0,35,usual call ard 10 smth
ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,0,113,many things antibiotic used chest abdomen gynae infections even bone infections
ham,Poor girl can't go one day lmao,0,31,poor girl ca n't go one day lmao
ham,Or just do that 6times,0,22,6times
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,0,166,pls make note she.s exposed also find school anyone else vomiting dog cat house let know later
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,0,171,sounds like could lot time spent chastity device boy grins take beatings like good dog going lounge nice long bath
ham,Its worse if if uses half way then stops. Its better for him to complete it.,0,76,worse uses half way stops better complete
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,0,158,miserable n't tell side effects birth control massive gut wrenching cramps first 2 months n't sleep last night
ham,Send me the new number,0,22,send new number
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,1,132,want latest video handset 750 anytime network mins half price line rental reply call 08000930705 delivery tomorrow
ham,2 and half years i missed your friendship:-),0,44,2 half years missed friendship
ham,Oh for fuck's sake she's in like tallahassee,0,44,oh fuck sake like tallahassee
ham,"Haha, that was the first person I was gonna ask",0,47,haha first person gon na ask
spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",1,145,ou guaranteed latest nokia phone 40gb ipod mp3 player 500 prize txt word collect 83355 ibhltd ldnw15h 150p/mtmsgrcvd18
ham,Taka lor. Wat time u wan 2 come n look 4 us?,0,44,taka lor wat time wan 2 come look 4 us
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,1,134,free polyphonic ringtone text super 87131 get free poly tone week 16 sn pobox202 nr31 7zs subscription 450pw
ham,I;m reaching in another 2 stops.,0,32,reaching another 2 stops
ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",0,415,n't mean post wrote like many times ritten stuff let sit feeling time angry left hit send stop n't checked phone got car n't said n't sleep bored would n't time clean fold laundry etc least make bed
spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,1,181,warner village 83118 colin farrell swat wkend warner village get 1 free med popcorn show msg+ticket kiosk.valid 4-7/12 kiosk reply sony 4 mre film offers
ham,Will you come online today night,0,32,come online today night
ham,Then anything special?,0,22,anything special
ham,"I'm in solihull, | do you want anything?",0,40,solihull want anything
ham,Will do. Have a good day,0,24,good day
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,0,160,regret inform nhs made mistake.u never actually born.please report 2 yor local hospital 2b terminated.we sorry 4 inconvenience
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour,0,80,love holiday monday feeling even go dentists hour
ham,I am on the way to tirupur.,0,27,way tirupur
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",1,155,goal arsenal 4 henry 7 liverpool 2 henry scores simple shot 6 yards pass bergkamp give arsenal 2 goal margin 78 mins
ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,0,237,already got flaky parent it'snot supposed child job support parent ride age anyway supposed support hurt unintentional hurt nonetheless
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,0,134,took hooch walk toaday fell splat grazed knees everything stayed home see tomorrow
ham,"Just dropped em off, omw back now",0,33,dropped em omw back
